Ticker,Strategy Return,Buy & Hold Return,Sharpe,Max Drawdown,Win Rate
SPY,0.7751436012399888,1.7190581930974154,0.623173299437769,-0.29596484664240696,0.5417201540436457
AAPL,1.8911280997852775,6.869143782712864,0.6928457380410366,-0.29800156906323805,0.5055478502080444
MSFT,1.7462271888700287,8.295788354219546,0.6411679079294892,-0.44067345777993333,0.5318885448916408
NVDA,15.036874421997052,101.47050658474689,0.9982998203056968,-0.6381285934839508,0.5329949238578681
AMD,8.040264789886136,54.20973762170043,0.7521907404494527,-0.5747862728018774,0.494199535962877
