Date,Open,High,Low,Close,Volume
2015-01-02,0.48188382387161255,0.48547463751721887,0.4742234594770169,0.48188382387161255,113680000
2015-01-05,0.48188385070885514,0.48332017624709,0.4715902604502384,0.4737447202205658,197952000
2015-01-06,0.47446282283956986,0.47494158844594425,0.45890275514176404,0.4593815207481384,197764000
2015-01-07,0.462732916016077,0.46680249507865196,0.4567482744970218,0.4581845998764038,321808000
2015-01-08,0.46345104385641533,0.4782929765372456,0.46321164679884597,0.4754203259944916,283780000
2015-01-09,0.4770961142821271,0.4809262965106433,0.47063267820437815,0.47733548283576965,209540000
2015-01-12,0.47853247958112216,0.47877187670599,0.46704195979099145,0.47135090827941895,190732000
2015-01-13,0.47494162012873226,0.48451704704307036,0.4672812843046664,0.4706326723098755,236720000
2015-01-14,0.46560550826463276,0.4739840053384281,0.4644085801112334,0.4725476801395416,155260000
2015-01-15,0.475899334926653,0.47877195822906576,0.4689571310307036,0.46919652819633484,188932000
2015-01-16,0.4684783159326359,0.47829314209806106,0.4670419901640758,0.47781437635421753,181512000
2015-01-20,0.4811656425600696,0.4837988677491224,0.4732659099188669,0.47925058007240295,140308000
2015-01-21,0.4766173604238308,0.48715034754420294,0.47326594375674785,0.4859533905982971,144780000
2015-01-22,0.4869109298987596,0.4957682516364383,0.4818838476211983,0.4943319261074066,159712000
2015-01-23,0.494810690382611,0.4967258102177444,0.4907411392097748,0.495768278837204,120416000
2015-01-26,0.4936138689517975,0.4960077263210006,0.4905018486644273,0.4936138689517975,133240000
2015-01-27,0.4859532980600482,0.4864320921620453,0.4689569064756791,0.4699144661426544,357948000
2015-01-28,0.4756598981568422,0.4775749897113414,0.4620148886666792,0.46225428581237793,272728000
2015-01-29,0.46249359502519033,0.47613857338403354,0.46033910673462053,0.4735053479671478,235340000
2015-01-30,0.47015390959741327,0.4756597858148263,0.4589027886104529,0.4596209228038788,298200000
2015-02-02,0.46249364181085795,0.471590304482643,0.4533969791390729,0.469675213098526,259604000
2015-02-03,0.47302649206269803,0.4818837840957183,0.47063263552123763,0.48140498995780945,183468000
2015-02-04,0.4799688045110751,0.48810790674163906,0.4785324503865257,0.4826020300388336,181516000
2015-02-05,0.4830805301483468,0.4907408914736672,0.4826017932367791,0.4905015230178833,140448000
2015-02-06,0.4900229263550704,0.4957682281995948,0.48619274415006974,0.48834723234176636,210524000
2015-02-09,0.48547451250302576,0.4893046366399844,0.48236249383622287,0.48786836862564087,273944000
2015-02-10,0.48834741441687135,0.50175302859549,0.48619292542189657,0.501513659954071,226204000
2015-02-11,0.5027104087675652,0.5027104087675652,0.4948106752402648,0.4981621205806732,320832000
2015-02-12,0.5266488950492214,0.5386181764442873,0.5235368761791007,0.533830463886261,676904000
2015-02-13,0.5326336892804177,0.5347881777902111,0.5244945865643827,0.5340700149536133,310084000
2015-02-17,0.5331123361659517,0.5383788431538764,0.5297609485709266,0.5357455611228943,203340000
2015-02-18,0.5350273402111013,0.5359849283402729,0.5285639342463753,0.5295214653015137,170948000
2015-02-19,0.5362244451111955,0.5371819764311084,0.5285640804037937,0.5309579372406006,169432000
2015-02-20,0.5304790347663975,0.5350273213867872,0.526648853606571,0.5347879528999329,157752000
2015-02-23,0.5345487435922862,0.5345487435922862,0.5278459102980961,0.5304791927337646,125008000
2015-02-24,0.532521970004198,0.5361265540122986,0.5277158197975106,0.5361265540122986,149356000
2015-02-25,0.5339635688939701,0.5363667003895155,0.5296380582483666,0.5320411324501038,123820000
2015-02-26,0.532521750620643,0.5366069708839518,0.5291574010269127,0.5334829688072205,152864000
2015-02-27,0.5320410804936492,0.533242646124083,0.5281961506875847,0.5301186442375183,157492000
2015-03-02,0.5286769613508798,0.5459791224915298,0.5279560331955343,0.5430954098701477,301512000
2015-03-03,0.5390101512758739,0.5416535161336152,0.5313202896794044,0.5330024361610413,160344000
2015-03-04,0.5310800150217124,0.5402116758038856,0.5289172306415323,0.5390101671218872,226840000
2015-03-05,0.5390100046959838,0.550304446454857,0.5375681488770209,0.5493432283401489,323056000
2015-03-06,0.5462194711458715,0.5488628364687186,0.5414133211258799,0.5418939590454102,257392000
2015-03-09,0.5421341675165355,0.5474209546579526,0.5409326015460147,0.5433356761932373,222388000
2015-03-10,0.5457386209040127,0.5563121926693555,0.5447774027327467,0.5527075529098511,527212000
2015-03-11,0.5527077143657179,0.5599169386968654,0.5483822026845581,0.549824059009552,262120000
2015-03-12,0.5445370435474873,0.548622263228327,0.5344441107929554,0.5447773337364197,406972000
2015-03-13,0.5421341378655681,0.5469402868971501,0.5346845667609448,0.5454984307289124,359288000
2015-03-16,0.5498237893888843,0.555350864395132,0.5462191503440298,0.5519865155220032,236956000
2015-03-17,0.5507850159332229,0.5589554548368691,0.5469400866568616,0.5587151646614075,299900000
2015-03-18,0.5587153913757039,0.561599046532752,0.5445372339819751,0.5495836734771729,413844000
2015-03-19,0.5515060121944816,0.5599167423173487,0.5474207922356887,0.5579943060874939,310756000
2015-03-20,0.5625601788794311,0.5673663268771204,0.5572733931644515,0.5640019774436951,462084000
2015-03-23,0.547180433632745,0.5543896552891077,0.5454982876423072,0.5457385778427124,426012000
2015-03-24,0.5440566770131747,0.547901608421251,0.5358862335796543,0.5382893085479736,330480000
2015-03-25,0.5380488367325634,0.5380488367325634,0.5039251034824561,0.5056073069572449,542552000
2015-03-26,0.49527412283274325,0.5060879287792124,0.4916694826547122,0.5039251446723938,311920000
2015-03-27,0.5068088596004761,0.5157002290300744,0.49863841821044647,0.5137777924537659,318288000
2015-03-30,0.5161809564890578,0.5185840312737979,0.5094523127154921,0.5159406661987305,253252000
2015-03-31,0.5144986302781674,0.5149792106910707,0.5024832605485531,0.5029638409614563,357276000
2015-04-01,0.5048866868019104,0.5065688340084702,0.4962356031011442,0.5048866868019104,330768000
2015-04-02,0.5077700454282568,0.5092119014152203,0.5017623885409868,0.5060878992080688,192204000
2015-04-06,0.5039250152546809,0.5224287345934397,0.49863828740971894,0.5207465887069702,515864000
2015-04-07,0.5207468620443805,0.5310800902664077,0.5178631491289023,0.5253127217292786,413964000
2015-04-08,0.5257931670626848,0.5310799536161283,0.5207467280529062,0.5291574597358704,366432000
2015-04-09,0.5250720741380055,0.5430951549750888,0.5248317839636081,0.5414130091667175,379432000
2015-04-10,0.5418938279738034,0.5471805573407597,0.539971334054517,0.546940267086029,258728000
2015-04-13,0.5457388332263413,0.5488628364687186,0.5394908267415868,0.5418939590454102,236724000
2015-04-14,0.5397309596819717,0.5418937435189157,0.5320410997909293,0.5373278856277466,220276000
2015-04-15,0.5387697111930912,0.5479013691676275,0.5361262897765716,0.5438161492347717,243560000
2015-04-16,0.540692234116648,0.5452580924830023,0.5366070135286825,0.5404519438743591,155284000
2015-04-17,0.5291574010269127,0.5387697547741056,0.5289171108037198,0.5334829688072205,293636000
2015-04-20,0.5358861208087251,0.539250413597631,0.5298784060052664,0.5308396816253662,231624000
2015-04-21,0.5373278661387132,0.5373278661387132,0.5274752227680849,0.5301186442375183,230456000
2015-04-22,0.533242898264584,0.5368474822726848,0.5250723970781517,0.5361265540122986,207420000
2015-04-23,0.5262736993553621,0.5390099967453317,0.5202659859629004,0.5339635014533997,259380000
2015-04-24,0.5337232363617453,0.5339635265747324,0.523390012383854,0.52939772605896,240960000
2015-04-27,0.5310798946938737,0.5428549750374144,0.5265140366903732,0.5334829688072205,248456000
2015-04-28,0.532521970004198,0.5380490484712714,0.5274754721814954,0.5361265540122986,234484000
2015-04-29,0.532281422682135,0.5375682088434799,0.5298783484803979,0.5320411324501038,195156000
2015-04-30,0.5293977485439118,0.5361263331437599,0.5281961828403352,0.5334829688072205,218844000
2015-05-01,0.5378085147876754,0.548382087419274,0.5354054405157321,0.5466999411582947,256968000
2015-05-04,0.5462193886874319,0.5498240293051752,0.5416535296695635,0.5433356761932373,200720000
2015-05-05,0.5414130961153681,0.542134024048133,0.5269946520476783,0.52939772605896,292928000
2015-05-06,0.5322816356971892,0.5373281336460729,0.5241111916002953,0.5310801267623901,316484000
2015-05-07,0.5289171528373292,0.5421340901580032,0.5272350065536852,0.5404519438743591,534564000
2015-05-08,0.5048866285192435,0.5248321596152232,0.49239061380576954,0.5005610585212708,1146552000
2015-05-11,0.49359184558936303,0.5008011248699877,0.4897469730314344,0.4957546293735504,544144000
2015-05-12,0.4921503234593829,0.5046462808790213,0.4919099758191607,0.5005610585212708,388800000
2015-05-13,0.5041655401303392,0.5080104709210647,0.4986384628612622,0.5034446120262146,308524000
2015-05-14,0.504886393397388,0.5142584000680194,0.5036848276373439,0.511614978313446,293052000
2015-05-15,0.5137778004520615,0.5161808748567633,0.5087313613903314,0.5118553638458252,215824000
2015-05-18,0.510653807859518,0.5142584481830987,0.5082507334084022,0.5111344456672668,324972000
2015-05-19,0.5118105936922648,0.5135005846145217,0.5069821962090576,0.5079479217529297,253808000
2015-05-20,0.5081893243593786,0.5142248499929066,0.5074650589809937,0.5079479217529297,196824000
2015-05-21,0.508189071109809,0.5103618661621789,0.5038434810050694,0.504326343536377,239692000
2015-05-22,0.5055335997648429,0.5074649352636609,0.5023951364099956,0.5036022067070007,212592000
2015-05-26,0.5011877505467408,0.5045676147092587,0.4966007591496124,0.5004634857177734,259732000
2015-05-27,0.5038432610494635,0.5296752152376396,0.5021533292661504,0.5272610187530518,432332000
2015-05-28,0.5272612252677868,0.536193750003505,0.5262955578075214,0.5345038175582886,327656000
2015-05-29,0.5345039404870717,0.5378838061548286,0.5335382728047156,0.5342625379562378,335168000
2015-06-01,0.5376420880959473,0.5456089425281332,0.5342622244117439,0.5402976870536804,372660000
2015-06-02,0.5369181372479419,0.5398151978474235,0.5291926806886711,0.5296755433082581,224304000
2015-06-03,0.5311240891505595,0.5352282200805798,0.5229157697314974,0.5238814949989319,250788000
2015-06-04,0.5207429138533729,0.534986696393729,0.5207429138533729,0.5332967638969421,323712000
2015-06-05,0.5316067811811737,0.5398150988547694,0.5260541210897748,0.5374009013175964,313320000
2015-06-08,0.535711187415269,0.5393324564193235,0.5190532003431328,0.5250886678695679,342812000
2015-06-09,0.5255713193344992,0.5316067844348669,0.5246056518255215,0.5277441143989563,256888000
2015-06-10,0.5214672488282969,0.524847114275364,0.5154317254793772,0.5183287858963013,529460000
2015-06-11,0.5183288337267818,0.5275027632952348,0.5183288337267818,0.5238814949989319,283052000
2015-06-12,0.5205013324688498,0.5236397942480825,0.5084303477637225,0.5096374750137329,323728000
2015-06-15,0.5069820086805179,0.5110861968262724,0.5031193381699534,0.5086719989776611,306548000
2015-06-16,0.5077060166139681,0.5156728712346997,0.5026362209676799,0.5149486064910889,256892000
2015-06-17,0.514707426187906,0.5238814118594785,0.5135003561337064,0.5209843516349792,233544000
2015-06-18,0.5253300099680558,0.5330554089683065,0.523881479668315,0.5296755433082581,299404000
2015-06-19,0.5296755653198385,0.534021098840627,0.5231572362591447,0.5279856324195862,355656000
2015-06-22,0.5289511478462294,0.5318482077319927,0.5178458283628115,0.5258126854896545,514236000
2015-06-23,0.5267785278975903,0.5308826590595751,0.5081892076136499,0.5122933387756348,414064000
2015-06-24,0.5115689600443698,0.5142246177520777,0.5048092296444127,0.5072234272956848,253368000
2015-06-25,0.5072234972232765,0.514224688644878,0.5072234972232765,0.5110862255096436,350460000
2015-06-26,0.5069820493696565,0.5074649120017389,0.49853238500087593,0.5007051229476929,421296000
2015-06-29,0.494911014043539,0.49998086976167944,0.4850128202398157,0.4857370853424072,391724000
2015-06-30,0.48863405986705033,0.49080685504886523,0.4821157318806185,0.48549559712409973,315916000
2015-07-01,0.49756667404364335,0.5045678074666091,0.4881512852291515,0.4924968183040619,302892000
2015-07-02,0.4922554104336116,0.49611813843541014,0.4898412126273645,0.49297967553138733,145764000
2015-07-06,0.4888754120495603,0.4956351410448963,0.4833227528495342,0.4869440197944641,214776000
2015-07-07,0.4840470433149753,0.4859783781130735,0.4625606415013652,0.4777700901031494,594252000
2015-07-08,0.4751145333303382,0.478011564568964,0.47052754082130177,0.47439026832580566,332492000
2015-07-09,0.4818742442974555,0.4840470390956287,0.46569909965811623,0.46859613060951233,357588000
2015-07-10,0.4746316700453578,0.48115002629617726,0.47342457129957705,0.4768044650554657,216708000
2015-07-13,0.4816329100922546,0.48259857767743447,0.47680451460734097,0.4799429774284363,212472000
2015-07-14,0.4806671493112852,0.48114998301025924,0.47390739118714337,0.48018428683280945,249216000
2015-07-15,0.4789772312860694,0.48211569378100017,0.47245890381475414,0.4768044650554657,265732000
2015-07-16,0.47970156985209583,0.4874270260334015,0.4780116371047509,0.4874270260334015,282848000
2015-07-17,0.48573701017330057,0.4862198151276353,0.4782529577910377,0.48452988266944885,220372000
2015-07-20,0.48452990684169756,0.48646129943241223,0.47439028280722906,0.4755973815917969,188412000
2015-07-21,0.4746316278869874,0.4845298482349982,0.4746316278869874,0.4777700901031494,149720000
2015-07-22,0.47439022129180597,0.47439022129180597,0.46280206870672014,0.46859613060951233,356472000
2015-07-23,0.46956187333492794,0.4813914295507767,0.4685961770690498,0.47439026832580566,169916000
2015-07-24,0.4777702351154376,0.4782530689615113,0.46690634407098164,0.468837708234787,188844000
2015-07-27,0.4647334337224878,0.4714931922351876,0.46087073512916177,0.4661819636821747,192420000
2015-07-28,0.467389025282743,0.4794600113901404,0.46256063083978405,0.47632157802581787,198308000
2015-07-29,0.47535595670192077,0.4859784434163645,0.4734245928647941,0.4821157157421112,232680000
2015-07-30,0.48090860269856567,0.4881512240681666,0.48090860269856567,0.4833228290081024,190180000
2015-07-31,0.48525418476707066,0.4854955872626979,0.4787358569130393,0.48163288831710815,218340000
2015-08-03,0.4854955139347561,0.490323908472105,0.47921861830390344,0.489841103553772,397132000
2015-08-04,0.4881512942293736,0.4932210925034122,0.4862199013923463,0.4917725622653961,260100000
2015-08-05,0.5038435174147053,0.5043263799809065,0.49587665920597673,0.4968423843383789,234628000
2015-08-06,0.49563517699928483,0.4992565017659133,0.48549552521172945,0.49370384216308594,655676000
2015-08-07,0.5422293730673935,0.5641985564945784,0.5282269908363387,0.5547832250595093,1405248000
2015-08-10,0.5509204881218651,0.5782009294687322,0.5475405650987799,0.5740967988967896,662304000
